R_fighter,B_fighter,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Bubba McDaniel,Gilbert Smith,USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,175.26,190.5,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,185,29,31,0,0,0,0,0,0,0,0,0,-15.24,0.0,-2,0.0,0.0,0.0,,neither,,,,,
Josh Samman,Kevin Casey,USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,180.34,195.58,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,190.5,200.66,185,25,31,0,0,0,0,0,0,0,0,0,-10.16,-5.08,-6,0.0,0.0,0.0,,neither,KO/TKO,Knee,2.0,02:17,437.0
Luke Barnatt,Collin Hart,USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,198.12,195.58,185,24,23,0,0,0,0,0,0,0,0,0,-12.7,-2.54,1,0.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Dylan Andrews,Jimmy Quinlan,USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,185,33,26,0,0,0,0,0,0,0,0,0,-2.54,-2.54,7,0.0,0.0,0.0,,neither,KO/TKO,Punch,1.0,03:22,202.0
Bristol Marunde,Clint Hester,USA,Blue,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,187.96,195.58,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,185.42,180.34,170,30,26,0,0,0,0,0,0,0,0,0,2.54,15.24,4,0.0,0.0,0.0,,neither,KO/TKO,Elbow,3.0,03:53,833.0
Cole Miller,Bart Palaszewski,USA,Red,FALSE,Featherweight,MALE,3,2,0,0,2.666.666.667,296.666.667,1.0,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,175.26,177.8,145,2,0,0,33.0,326.666.667,1.666.666.667,333.333.333,120.833.333,2,5,25,0,0,0,1,1,5,0,7,185.42,187.96,145,28,29,0,0,-1,-6,3,-18,0,0,-5,-10.16,-10.16,-1,-633.333.333,-666.666.667,-333.333.333,,neither,SUB,Rear Naked Choke,1.0,04:23,263.0
Sam Sicilia,Maximo Blanco,USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,18.0,0.23,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,145,1,0,0,36.0,375,0.0,0.5,0.5,1,1,4,0,0,0,0,1,0,0,1,172.72,170.18,145,27,29,0,0,-1,-1,0,-1,0,-1,0,0.0,10.16,-2,-18.0,0.0,-0.5,,neither,U-DEC,,3.0,05:00,900.0
Justin Lawrence,Daniel Pineda,USA,Blue,FALSE,Featherweight,MALE,3,2,0,0,17.0,5.375,0.75,0.5,3.325,2,2,6,0,0,0,0,0,2,0,2,170.18,175.26,145,1,0,0,43.0,345,0.0,1.0,0.29,1,1,5,0,0,0,0,1,0,0,1,172.72,170.18,145,22,27,-1,0,1,1,-1,1,0,-1,2,-2.54,05.08,-5,-26.0,0.75,-0.5,,neither,SUB,Kimura,1.0,01:35,95.0
Gegard Mousasi,Ilir Latifi,Sweden,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,185,27,29,0,0,0,0,0,0,0,0,0,-10.16,-7.62,-2,0.0,0.0,0.0,,Red,U-DEC,,3.0,05:00,900.0
Ryan Couture,Ross Pearson,Sweden,Blue,FALSE,Lightweight,MALE,3,0,1,0,5.244.444.444,0.42,0.0,888.888.889,333.333.333,3,3,24,1,0,0,4,1,0,1,6,172.72,175.26,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,177.8,190.5,155,30,28,0,1,3,6,-3,24,1,2,0,-5.08,-15.24,2,5.244.444.444,0.0,888.888.889,,neither,KO/TKO,Punches,2.0,03:45,525.0
Matt Mitrione,Philip De Fries,Sweden,Red,FALSE,Heavyweight,MALE,3,1,0,0,15.75,0.49,0.25,1.5,4.825,1,2,7,0,0,0,1,0,1,0,2,195.58,208.28,250,2,0,0,3.157.142.857,511.428.571,571.428.571,0.0,0.0,5,2,14,0,0,0,1,4,0,0,5,190.5,200.66,265,34,26,1,0,-4,-3,0,-7,0,-4,1,05.08,7.62,8,-1.582.142.857,-321.428.571,1.5,,neither,KO/TKO,Punches,1.0,00:19,19.0
Brad Pickett,Mike Easton,Sweden,Red,FALSE,Bantamweight,MALE,3,1,0,0,48.0,3.425,0.0,0.5,2.075,3,1,11,0,1,0,1,1,0,0,3,167.64,177.8,135,1,0,0,31.75,325,0.25,1.0,0.2,2,2,7,0,0,0,0,1,1,0,2,167.64,172.72,135,34,29,0,0,1,1,1,4,0,0,-1,0.0,05.08,5,16.25,-0.25,-0.5,,Red,S-DEC,,3.0,05:00,900.0
Diego Brandao,Pablo Garza,Sweden,Red,FALSE,Featherweight,MALE,3,0,1,0,30.6,448,0.6,0.4,0.08,2,2,10,0,0,0,1,1,1,0,3,185.42,185.42,145,0,1,0,25.0,0.46,333.333.333,1.333.333.333,583.333.333,1,1,7,1,0,0,1,0,1,0,2,170.18,172.72,145,25,29,0,0,1,1,-1,3,-1,1,0,15.24,12.7,-4,5.6,266.666.667,-933.333.333,,neither,SUB,Arm Triangle,1.0,03:27,207.0
Akira Corassani,Robert Peralta,Sweden,Red,FALSE,Featherweight,MALE,3,0,1,0,42.0,0.46,0.0,333.333.333,333.333.333,1,1,7,0,0,0,1,1,0,0,2,172.72,180.34,145,0,1,0,45.0,0.48,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,172.72,172.72,145,30,27,0,0,0,1,-1,4,0,1,0,0.0,7.62,3,-3.0,0.0,333.333.333,,neither,U-DEC,,3.0,05:00,900.0
Reza Madadi,Michael Johnson,Sweden,Red,FALSE,Lightweight,MALE,3,1,0,0,3.128.571.429,368.571.429,0.0,285.714.286,285.714.286,3,3,16,1,0,0,2,2,0,0,4,177.8,185.42,145,1,0,0,39.0,0.75,0.5,3.0,585,1,1,5,0,0,0,0,0,1,0,1,180.34,182.88,155,34,26,0,0,2,3,-2,11,1,2,-1,-2.54,2.54,8,-771.428.571,-0.5,-2.714.285.714,,neither,SUB,D'Arce Choke,3.0,01:33,693.0
Tor Troeng,Adam Cella,Sweden,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,187.96,198.12,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,187.96,195.58,185,30,27,0,0,0,0,0,0,0,0,0,0.0,2.54,3,0.0,0.0,0.0,,neither,SUB,Rear Naked Choke,1.0,03:11,191.0
Chris Spang,Adlan Amagov,Sweden,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,187.96,194.0,170,25,26,0,0,0,0,0,0,0,0,0,0.0,-0.96,-1,0.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Marcus Brimage,Conor McGregor,Sweden,Blue,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,175.26,187.96,155,0,3,0,7.433.333.333,333.333.333,0.0,333.333.333,333.333.333,3,0,9,0,0,1,2,0,0,0,3,162.56,180.34,135,28,24,0,-3,-3,-3,0,-9,0,0,0,12.7,7.62,4,-7.433.333.333,0.0,-333.333.333,,neither,KO/TKO,Punches,1.0,01:07,67.0
Benny Alloway,Ryan LaFlare,Sweden,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,170,0,1,0,16.0,0.61,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,180.34,190.5,170,32,29,0,-1,-1,-1,0,-1,0,-1,0,05.08,-2.54,3,-16.0,0.0,0.0,,neither,,,,,
Michael Kuiper,Tom Lawlor,Sweden,Blue,FALSE,Middleweight,MALE,3,1,0,0,23.0,0.39,1.0,1.875,0.2,2,4,17,0,0,0,2,1,1,0,4,182.88,187.96,205,0,1,0,43.0,0.53,0.0,0.5,0.25,1,1,5,0,0,0,0,1,0,0,1,182.88,185.42,185,23,29,-1,-1,1,3,-3,12,0,0,1,0.0,2.54,-6,-20.0,1.0,1.375,,neither,SUB,Guillotine Choke,2.0,01:05,365.0
Papy Abedi,Besam Yousef,Sweden,Red,FALSE,Welterweight,MALE,3,1,0,0,28.0,0.51,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,180.34,180.34,170,2,0,0,12.5,485,0.0,0.5,165,0,2,2,0,0,0,0,0,0,0,0,180.34,187.96,185,34,28,1,0,0,0,1,0,0,0,0,0.0,-7.62,6,15.5,0.0,-0.5,,neither,S-DEC,,3.0,05:00,900.0
Georges St-Pierre,Nick Diaz,Canada,Red,TRUE,Welterweight,MALE,5,1,0,0,5.033.333.333,439.166.667,1.0,1.166.666.667,274.166.667,3,5,32,1,0,0,1,4,2,0,7,185.42,193.04,185,0,10,0,5.515.789.474,562.631.579,1.157.894.737,3.947.368.421,749.473.684,10,2,58,12,0,1,9,5,2,0,17,180.34,193.04,185,31,29,-1,-10,-7,-10,-3,-26,-11,-1,0,05.08,0.0,2,-482.456.141,-157.894.737,-2.780.701.754,,Red,U-DEC,,5.0,05:00,1500.0
Carlos Condit,Johny Hendricks,Canada,Blue,FALSE,Welterweight,MALE,3,0,5,0,28.2,595,0.5,2.4,245,5,1,21,0,1,2,1,5,0,0,9,175.26,175.26,185,1,0,0,5.071.428.571,0.39,857.142.857,571.428.571,178.571.429,5,2,21,2,0,1,1,3,0,0,5,187.96,190.5,170,28,29,1,5,0,4,1,0,-2,2,0,-12.7,-15.24,-1,-2.251.428.571,-357.142.857,1.828.571.429,,Blue,U-DEC,,3.0,05:00,900.0
Jake Ellenberger,Nate Marquardt,Canada,Red,FALSE,Welterweight,MALE,3,0,1,0,27.5,527.857.143,928.571.429,1.928.571.429,567.857.143,4,4,32,1,0,0,4,4,2,0,10,182.88,187.96,185,0,1,0,2.555.555.556,437.777.778,333.333.333,2.0,534.444.444,6,2,21,0,0,1,2,3,0,1,7,175.26,180.34,170,27,33,0,0,-2,3,-2,11,1,0,2,7.62,7.62,-6,194.444.444,595.238.096,-71.428.571,,Red,KO/TKO,Punch,1.0,03:00,180.0
Nick Ring,Chris Camozzi,Canada,Blue,FALSE,Middleweight,MALE,3,0,3,0,4.814.285.714,475.714.286,428.571.429,0.0,0.0,3,2,19,0,0,1,2,0,1,1,5,187.96,193.04,185,0,1,0,49.0,4.375,0.25,1.25,0.25,2,1,12,0,0,0,2,0,1,0,3,182.88,187.96,185,34,26,0,2,1,2,-1,7,0,1,0,05.08,05.08,8,-85.714.286,178.571.429,-1.25,,neither,S-DEC,,3.0,05:00,900.0
Mike Ricci,Colin Fletcher,Canada,Red,FALSE,Lightweight,MALE,3,1,0,0,56.0,0.39,0.0,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,187.96,198.12,155,1,0,0,9.0,0.6,0.0,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,182.88,195.58,155,26,30,0,0,0,0,0,0,0,0,0,05.08,2.54,-4,47.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Patrick Cote,Bobby Voelker,Canada,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,170,0,1,0,2.238.461.538,423.846.154,153.846.154,307.692.308,140.769.231,4,8,30,2,0,1,1,2,0,0,5,180.34,180.34,170,33,33,0,-1,-4,-5,8,-30,-2,-2,0,2.54,10.16,0,-2.238.461.538,-153.846.154,-307.692.308,,neither,U-DEC,,3.0,05:00,900.0
Antonio Carvalho,Darren Elkins,Canada,Blue,FALSE,Featherweight,MALE,3,0,4,0,3.083.333.333,283.333.333,1.666.666.667,1.833.333.333,486.666.667,4,1,14,0,0,0,4,1,0,0,5,177.8,180.34,145,0,2,0,3.166.666.667,0.33,0.0,0.0,0.0,2,1,7,0,0,1,0,1,0,0,2,175.26,172.72,145,33,28,0,2,2,3,0,7,0,0,0,2.54,7.62,5,-83.333.334,1.666.666.667,1.833.333.333,,neither,KO/TKO,Punch,1.0,03:06,186.0
Dan Miller,Jordan Mein,Canada,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,0,1,0,2.381.818.182,346.363.636,1.272.727.273,1.272.727.273,220.909.091,3,5,28,0,0,1,1,0,4,0,6,185.42,187.96,185,31,23,0,-1,-3,-6,5,-28,0,0,-4,-2.54,-2.54,8,-2.381.818.182,-1.272.727.273,-1.272.727.273,,neither,KO/TKO,Punches,1.0,04:42,282.0
John Makdessi,Daron Cruickshank,Canada,Red,FALSE,Lightweight,MALE,3,0,2,0,34.5,565,0.0,2.0,0.4,2,0,5,0,0,0,1,1,0,0,2,172.72,182.88,155,0,1,0,49.4,0.39,0.0,0.0,0.0,2,2,13,0,0,0,2,1,0,0,3,172.72,172.72,155,27,27,0,1,0,-1,2,-8,0,0,0,0.0,10.16,0,-14.9,0.0,2.0,,neither,U-DEC,,3.0,05:00,900.0
Rick Story,Quinn Mulhern,Canada,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,155,1,0,0,4.009.090.909,409.090.909,1.181.818.182,2.636.363.636,0.55,6,4,29,0,0,2,3,1,1,0,7,175.26,180.34,170,28,28,1,0,-6,-7,4,-29,0,-1,-1,15.24,12.7,0,-4.009.090.909,-1.181.818.182,-2.636.363.636,,neither,KO/TKO,Punch,1.0,03:05,185.0
TJ Dillashaw,Issei Tamura,Canada,Red,FALSE,Bantamweight,MALE,3,1,0,0,10.0,485,0.0,0.5,0.25,1,1,4,0,0,0,0,1,0,0,1,165.1,160.02,135,0,2,0,30.0,336.666.667,2.0,1.666.666.667,0.36,2,1,5,1,0,0,1,0,1,0,2,167.64,170.18,125,27,29,-1,-2,-1,-1,0,-1,-1,1,-1,-2.54,-10.16,-2,-20.0,-2.0,-1.166.666.667,,neither,KO/TKO,Kick,2.0,00:26,326.0
George Roop,Reuben Duran,Canada,Red,FALSE,Bantamweight,MALE,3,1,0,0,39.0,436.666.667,666.666.667,666.666.667,133.333.333,1,2,7,0,0,0,0,0,1,0,1,170.18,175.26,135,2,0,0,3.728.571.429,334.285.714,0.0,428.571.429,285.714.286,1,5,17,0,0,1,0,1,0,0,2,185.42,182.88,135,31,29,1,0,0,-1,3,-10,0,-1,1,-15.24,-7.62,2,171.428.571,666.666.667,238.095.238,,neither,U-DEC,,3.0,05:00,900.0
Wanderlei Silva,Brian Stann,Japan,Red,FALSE,Light Heavyweight,MALE,5,1,0,0,29.0,424,0.3,0.0,0.0,3,4,22,0,0,0,2,3,1,0,6,185.42,187.96,205,1,0,0,2.563.636.364,397.272.727,90.909.091,181.818.182,181.818.182,1,7,26,1,0,0,1,3,0,0,4,180.34,187.96,205,36,32,0,0,2,2,3,-4,-1,0,1,05.08,0.0,4,336.363.636,209.090.909,-181.818.182,,neither,KO/TKO,Punch,2.0,04:08,548.0
Stefan Struve,Mark Hunt,Japan,Blue,FALSE,Heavyweight,MALE,3,0,3,0,18.25,0.42,0.25,0.75,375,3,1,7,0,0,0,1,2,0,0,3,177.8,182.88,265,0,4,0,1.991.666.667,435.833.333,1.5,0.25,0.25,4,3,19,0,1,0,0,4,4,0,9,210.82,213.36,265,25,38,0,-1,-1,-6,2,-12,0,-2,-4,-33.02,-30.48,-13,-166.666.667,-1.25,0.5,,Red,KO/TKO,Punch,3.0,01:44,704.0
Takanori Gomi,Diego Sanchez,Japan,Blue,FALSE,Lightweight,MALE,3,1,0,0,3.458.823.529,398.823.529,764.705.882,1.294.117.647,288.823.529,6,5,46,2,0,1,6,5,0,0,12,177.8,182.88,170,0,2,0,2.416.666.667,276.666.667,0.0,166.666.667,83.333.333,2,3,12,0,0,1,0,2,0,0,3,170.18,177.8,155,34,31,-1,-2,4,9,-2,34,2,3,0,7.62,05.08,3,1.042.156.862,764.705.882,112.745.098,,neither,S-DEC,,3.0,05:00,900.0
Yushin Okami,Hector Lombard,Japan,Red,FALSE,Middleweight,MALE,3,0,1,0,25.0,425,0.0,1.0,0.25,1,1,4,0,0,0,0,1,0,0,1,175.26,180.34,185,0,2,0,28.125,399.375,0.5,1.5,39.375,4,4,44,1,0,1,6,4,0,1,12,187.96,190.5,170,31,35,0,-1,-3,-11,3,-40,-1,-4,0,-12.7,-10.16,-4,-3.125,-0.5,-0.5,,Red,S-DEC,,3.0,05:00,900.0
Mizuto Hirota,Rani Yahya,Japan,Blue,FALSE,Featherweight,MALE,3,0,1,0,1.933.333.333,393.333.333,1.0,1.333.333.333,256.666.667,1,1,7,0,0,0,1,0,1,0,2,167.64,170.18,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,170.18,170.18,155,31,28,0,1,1,2,-1,7,0,0,1,-2.54,0.0,3,1.933.333.333,1.0,1.333.333.333,,neither,U-DEC,,3.0,05:00,900.0
Dong Hyun Kim,Siyar Bahadurzada,Japan,Red,FALSE,Welterweight,MALE,3,0,1,0,3.0,0.75,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,180.34,185.42,170,0,1,0,27.0,557,0.6,2.7,551,3,3,26,0,0,1,5,1,0,0,7,187.96,193.04,170,31,28,0,0,-2,-6,3,-25,0,0,0,-7.62,-7.62,3,-24.0,-0.6,-2.7,,neither,U-DEC,,3.0,05:00,900.0
Riki Fukuda,Brad Tavares,Japan,Blue,FALSE,Middleweight,MALE,3,0,2,0,35.0,464,0.0,2.2,364,2,1,13,0,0,1,2,1,0,0,4,185.42,187.96,185,0,1,0,70.25,4.525,0.0,3.0,0.44,1,2,12,0,0,0,2,0,0,0,2,182.88,185.42,185,32,25,0,1,1,2,1,1,0,1,0,2.54,2.54,7,-35.25,0.0,-0.8,,neither,U-DEC,,3.0,05:00,900.0
Takeya Mizugaki,Bryan Caraway,Japan,Red,FALSE,Bantamweight,MALE,3,0,2,0,17.0,335,1.0,3.0,665,2,0,5,0,0,0,0,0,2,0,2,172.72,172.72,135,0,1,0,43.6,404,0.0,2.2,0.7,1,2,14,0,0,1,1,1,0,0,3,170.18,172.72,135,29,28,0,1,1,-1,2,-9,0,-1,2,2.54,0.0,1,-26.6,1.0,0.8,,neither,S-DEC,,3.0,05:00,900.0
Cristiano Marcello,Kazuki Tokudome,Japan,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,155,0,1,0,55.5,0.36,0.0,0.0,0.0,1,1,5,0,0,1,0,0,0,0,1,175.26,182.88,155,35,25,0,-1,-1,-1,1,-5,0,0,0,05.08,2.54,10,-55.5,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Marcelo Guimaraes,Hyun Gyu Lim,Japan,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,170,0,1,0,63.0,0.64,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,182.88,185.42,185,29,28,0,-1,-1,-1,0,-3,0,0,0,7.62,10.16,1,-63.0,0.0,0.0,,neither,KO/TKO,Knee,2.0,04:00,540.0
Ronda Rousey,Liz Carmouche,USA,Red,TRUE,Women's Bantamweight,FEMALE,5,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,26,29,0,0,0,0,0,0,0,0,0,-2.54,-5.08,-3,0.0,0.0,0.0,,neither,SUB,Armbar,1.0,04:49,289.0
Lyoto Machida,Dan Henderson,USA,Red,FALSE,Light Heavyweight,MALE,3,0,4,0,40.375,5.125,625,1.625,45.125,4,2,24,3,0,2,3,1,0,0,6,180.34,187.96,185,0,1,0,3.376.923.077,576.153.846,615.384.615,923.076.923,357.692.308,8,3,32,4,0,0,5,4,1,0,10,185.42,187.96,185,34,42,0,3,-4,-4,1,-8,-1,-3,-1,-5.08,0.0,-8,660.576.923,9.615.385,701.923.077,10.0,Blue,S-DEC,,3.0,05:00,900.0
Urijah Faber,Ivan Menjivar,USA,Red,FALSE,Bantamweight,MALE,3,0,1,0,2.466.666.667,456.666.667,833.333.333,166.666.667,166.666.667,3,2,12,0,0,0,1,1,2,0,4,167.64,162.56,145,1,0,0,48.75,4.125,0.25,1.0,345,1,2,15,2,0,0,1,0,1,0,2,167.64,170.18,135,33,30,1,1,2,2,0,-3,-2,1,1,0.0,-7.62,3,-2.408.333.333,583.333.333,-833.333.333,,Red,SUB,Rear Naked Choke,1.0,04:34,274.0
Court McGee,Josh Neer,USA,Red,FALSE,Welterweight,MALE,3,2,0,0,2.928.571.429,367.857.143,928.571.429,714.285.714,207.857.143,2,8,30,0,0,0,2,0,3,1,6,180.34,182.88,170,2,0,0,62.0,346,0.6,1.8,298,3,2,14,1,0,0,1,0,2,0,3,180.34,190.5,170,28,29,0,0,-1,3,-6,16,-1,1,1,0.0,-7.62,-1,-3.271.428.571,328.571.429,-1.085.714.286,,neither,U-DEC,,3.0,05:00,900.0
Josh Koscheck,Robbie Lawler,USA,Blue,FALSE,Welterweight,MALE,3,2,0,0,23.0,0.41,0.0,1.857.142.857,642.857.143,3,3,14,0,0,0,2,2,0,0,4,180.34,187.96,170,1,0,0,1.952.380.952,0.4,333.333.333,1.761.904.762,51.047.619,5,6,47,1,0,1,5,6,3,0,15,177.8,185.42,170,35,30,-1,0,-2,-11,3,-33,-1,-4,-3,2.54,2.54,5,347.619.048,-333.333.333,95.238.095,,Red,KO/TKO,Punches,1.0,03:57,237.0
Brendan Schaub,Lavar Johnson,USA,Red,FALSE,Heavyweight,MALE,3,1,0,0,36.0,603.333.333,0.0,0.0,0.0,2,1,3,0,0,0,0,2,0,0,2,193.04,208.28,240,2,0,0,2.285.714.286,467.142.857,0.0,571.428.571,71.428.571,4,3,11,1,0,0,1,3,0,0,4,193.04,198.12,245,29,35,1,0,-2,-2,2,-8,-1,-1,0,0.0,10.16,-6,1.314.285.714,0.0,-571.428.571,,neither,U-DEC,,3.0,05:00,900.0
Michael Chiesa,Anton Kuivanen,USA,Red,FALSE,Lightweight,MALE,3,0,1,0,33.5,435,0.5,1.5,0.5,1,1,6,0,0,1,0,0,0,0,1,172.72,182.88,155,0,1,0,9.0,0.6,1.0,1.0,0.33,1,0,1,1,0,0,0,0,1,0,1,185.42,190.5,170,25,28,0,0,0,0,-1,5,-1,0,-1,-12.7,-7.62,-3,24.5,-0.5,0.5,,neither,SUB,Rear Naked Choke,2.0,02:29,449.0
Dennis Bermudez,Matt Grice,USA,Red,FALSE,Featherweight,MALE,3,0,1,0,2.833.333.333,518.333.333,333.333.333,1.333.333.333,428.333.333,1,4,10,0,0,1,1,0,0,0,2,172.72,177.8,145,0,2,0,2.733.333.333,426.666.667,1.0,3.333.333.333,793.333.333,2,1,5,1,0,0,1,0,1,0,2,167.64,167.64,155,26,31,0,-1,-1,0,-3,5,-1,0,-1,05.08,10.16,-5,1.0,-666.666.667,-2.0,,neither,S-DEC,,3.0,05:00,900.0
Sam Stout,Caros Fodor,USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,175.26,193.04,155,1,0,0,5.657.142.857,265.714.286,71.428.571,428.571.429,142.857.143,2,7,38,0,0,2,4,1,0,0,7,175.26,177.8,155,28,29,1,0,-2,-7,7,-38,0,-1,0,0.0,15.24,-1,-5.657.142.857,-71.428.571,-428.571.429,,neither,S-DEC,,3.0,05:00,900.0
Kenny Robertson,Brock Jardine,USA,Red,FALSE,Welterweight,MALE,3,1,0,0,18.0,0.3,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,170,2,0,0,20.5,455,0.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,177.8,187.96,170,29,27,1,0,0,0,1,-2,0,0,0,2.54,-2.54,2,-2.5,0.0,0.0,,neither,SUB,Kneebar,1.0,02:57,177.0
Jon Manley,Neil Magny,USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,190.5,203.2,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,170,26,25,0,0,0,0,0,0,0,0,0,05.08,12.7,1,0.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Nah-Shon Burrell,Yuri Villefort,USA,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,23,21,0,0,0,0,0,0,0,0,0,2.54,0.0,2,0.0,0.0,0.0,,neither,U-DEC,,3.0,05:00,900.0
Renan Barao,Michael McDonald,United Kingdom,Red,TRUE,Bantamweight,MALE,5,0,4,0,27.75,4.275,0.75,1.5,375,4,0,8,0,0,1,1,2,0,0,4,175.26,177.8,135,0,4,0,68.0,0.38,0.25,1.5,2.125,4,0,12,1,0,0,3,0,1,0,4,167.64,177.8,135,26,22,0,0,0,0,0,-4,-1,2,-1,7.62,0.0,4,-40.25,0.5,0.0,,Red,SUB,Arm Triangle,4.0,03:57,1137.0
Cub Swanson,Dustin Poirier,United Kingdom,Red,FALSE,Featherweight,MALE,3,0,1,0,45.5,458.333.333,833.333.333,1.166.666.667,313.333.333,4,1,14,0,0,0,2,0,3,0,5,175.26,182.88,155,0,3,0,28.5,4.725,0.25,0.75,0.5,3,1,7,0,0,0,0,3,0,0,3,172.72,177.8,145,29,24,0,-2,1,2,0,7,0,-3,3,2.54,05.08,5,17.0,583.333.333,416.666.667,,Red,U-DEC,,3.0,05:00,900.0
